participant,Start Date,age,race,gender,gender_other,prsri_1,prsri_2,prsri_3,prsri_4,prsri_5,prsri_6,prsri_7,prsri_8,psqi_1_hour,psqi_1_min,psqi_1_ampm,psqi_2,psqi_3_hour,psqi_3_min,psqi_3_ampm,psqi_4,psqi_5a,psqi_5b,psqi_6,meq_19,erqf_1,erqf_2,erqf_3,erqf_4,erqf_5,erqf_6,erqf_7,erqf_8,erqf_9,erqf_10,erqdf_1,erqdf_2,erqdf_3,erqdf_4,pers_1,pers_2,pers_3,pers_4,pers_5,pers_6,pers_7,pers_8,pers_9,pers_10,pers_11,pers_12,pers_13,pers_14,pers_15,pers_16,pers_17,pers_18,pers_19,pers_20,pers_21,pers_22,pers_23,pers_24,pers_25,pers_26,pers_27,pers_28,pers_29,pers_30,erqse_1,erqse_2,erqse_3,erqse_4,erqse_5,erqse_6,erqse_7,erqse_8,erqse_att,erqse_9,erqse_10,erqse_11,erqse_12,erqse_13,erqse_14
0181,10/15/2018 17:43,18,White / European American,Female,,Quite a bit,A little bit,Quite a bit,Somewhat,Somewhat,Somewhat,Quite a bit,Somewhat,1,0,AM,5,9,30,AM,7,Not during the past month,Not during the past month,Fairly good,Definitely an evening type,6,5,5,2,3,2,5,4,4,5,4,6,5,5,Very like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,5,6,4,5,3,6,5,4,5,4,4,5,4,4,5
0182,10/15/2018 18:11,19,Asian / Asian American,Female,,Somewhat,A little bit,Quite a bit,A little bit,A little bit,A little bit,A little bit,A little bit,1,30,AM,20,9,45,AM,7.5,Once or twice a week,Three or more times a week,Fairly good,Rather more an evening type than a morning type,6,1,6,1,5,1,5,2,1,5,5,4,4,4,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,5,3,5,3,5,3,5,5,5,2,3,4,5,5,5
0183,10/15/2018 17:56,21,"Black / African American,White / European American",Male,,Somewhat,A little bit,Somewhat,Somewhat,Somewhat,A little bit,A little bit,A little bit,12,0,AM,30,8,0,AM,8.5,Once or twice a week,Once or twice a week,Fairly good,Definitely an evening type,4,3,4,4,4,4,4,4,4,4,5,5,4,4,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Very like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,5,7,5,5,6,7,5,5,5,6,6,6,5,6,4
0184,10/15/2018 16:53,18,Asian / Asian American,Female,,Quite a bit,Somewhat,Very much,Quite a bit,Quite a bit,Somewhat,Quite a bit,Quite a bit,2,0,AM,2,9,0,AM,6.5,Not during the past month,Not during the past month,Fairly good,Definitely an evening type,2,1,2,1,3,1,4,3,3,4,4,6,5,1,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Very like me,Somewhat like me,Somewhat like me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Neither like or unlike me,Very like me,Somewhat like me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat like me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,5,2,3,2,4,2,5,4,5,3,3,3,5,5,3
0185,10/15/2018 18:53,18,Hispanic / Latino,Male,,Somewhat,Somewhat,Quite a bit,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,12,0,AM,30,8,30,AM,7,Once or twice a week,Not during the past month,Fairly good,Definitely an evening type,6,5,6,1,6,7,4,5,6,2,2,2,2,2,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,5,7,4,7,7,7,5,5,5,6,4,6,7,5,5
0186,10/15/2018 17:36,20,Asian / Asian American,Female,,Quite a bit,A little bit,Very much,Very much,Very much,Quite a bit,Quite a bit,Very much,2,0,AM,20,9,0,AM,5,Once or twice a week,Less than once a week,Fairly bad,Rather more an evening type than a morning type,3,2,3,1,5,2,5,5,3,3,2,5,2,3,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Somewhat like me,5,3,3,2,4,2,3,4,5,3,3,6,5,5,3
0187,10/15/2018 18:41,20,Black / African American,Male,,Quite a bit,Somewhat,Quite a bit,Somewhat,Somewhat,A little bit,Quite a bit,Somewhat,12,30,AM,10,8,0,AM,7.5,Not during the past month,Less than once a week,Fairly good,Rather more an evening type than a morning type,3,5,3,2,4,4,4,3,5,3,2,2,5,4,Very unlike me,Very like me,Very unlike me,Very like me,Very unlike me,Very like me,Very unlike me,Very like me,Very unlike me,Very like me,Very unlike me,Very like me,Somewhat unlike me,Neither like or unlike me,Very unlike me,Somewhat like me,Very unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,2,1,1,4,1,1,2,2,5,1,2,2,2,2,2
0188,10/15/2018 19:18,18,White / European American,Female,,Quite a bit,Not at all,Very much,Quite a bit,Quite a bit,Somewhat,Quite a bit,Somewhat,2,15,AM,15,9,30,AM,6,Once or twice a week,Three or more times a week,Fairly bad,Rather more an evening type than a morning type,3,2,2,1,1,2,2,2,2,2,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0189,10/15/2018 19:22,20,White / European American,Male,,Somewhat,Somewhat,Somewhat,A little bit,A little bit,A little bit,A little bit,A little bit,1,30,AM,10,9,0,AM,7,Less than once a week,Not during the past month,Fairly good,Rather more a morning type than an evening type,5,6,4,3,6,5,4,5,6,5,3,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0190,10/15/2018 19:33,18,White / European American,Female,,Somewhat,Quite a bit,Somewhat,Not at all,A little bit,Not at all,A little bit,Not at all,11,0,PM,12,8,0,AM,7,Less than once a week,Not during the past month,Fairly good,Definitely a morning type,6,2,5,2,6,3,6,3,2,5,7,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0191,10/14/2018 13:11,19,Black / African American,Female,,Quite a bit,Not at all,Quite a bit,Quite a bit,Very much,Quite a bit,Quite a bit,Somewhat,12,15,AM,35,7,45,AM,6.5,Three or more times a week,Three or more times a week,Fairly bad,Rather more a morning type than an evening type,6,2,4,2,6,2,5,6,3,3,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
